conflict_id,classification,surface,key,addendums,statuses,authority_class,summary,disposition
C0094,authority,base_authority_touch,00_active_baseline/OFARM_post_gap_closure_readiness_gate_memo_v0_1.md,regulatory_inspector_RC2_1a_full_snapshot,modified,active_baseline_law,Addendum attempts to modified active authority path 00_active_baseline/OFARM_post_gap_closure_readiness_gate_memo_v0_1.md; active baseline/source package outranks addendum.,BLOCKED from automatic merge.
C0095,authority,base_authority_touch,02_accepted_rfcs/OFARM_Agronomic_Code_Binding_and_Standards_Profile_RFC_v0_1.md,regulatory_inspector_RC2_1a_full_snapshot,candidate_removed_from_full_snapshot,accepted_rfc_law,Addendum attempts to candidate_removed_from_full_snapshot active authority path 02_accepted_rfcs/OFARM_Agronomic_Code_Binding_and_Standards_Profile_RFC_v0_1.md; active baseline/source package outranks addendum.,BLOCKED from automatic merge.
C0096,authority,base_authority_touch,02_accepted_rfcs/OFARM_Agronomic_Observation_and_Measurement_Context_RFC_v0_1.md,regulatory_inspector_RC2_1a_full_snapshot,candidate_removed_from_full_snapshot,accepted_rfc_law,Addendum attempts to candidate_removed_from_full_snapshot active authority path 02_accepted_rfcs/OFARM_Agronomic_Observation_and_Measurement_Context_RFC_v0_1.md; active baseline/source package outranks addendum.,BLOCKED from automatic merge.
C0097,authority,base_authority_touch,02_accepted_rfcs/OFARM_Agronomic_Query_and_Output_Reconstruction_RFC_v0_1.md,regulatory_inspector_RC2_1a_full_snapshot,candidate_removed_from_full_snapshot,accepted_rfc_law,Addendum attempts to candidate_removed_from_full_snapshot active authority path 02_accepted_rfcs/OFARM_Agronomic_Query_and_Output_Reconstruction_RFC_v0_1.md; active baseline/source package outranks addendum.,BLOCKED from automatic merge.
C0098,authority,base_authority_touch,02_accepted_rfcs/OFARM_Partial_Extent_and_Geometry_Basis_RFC_v0_1.md,regulatory_inspector_RC2_1a_full_snapshot,candidate_removed_from_full_snapshot,accepted_rfc_law,Addendum attempts to candidate_removed_from_full_snapshot active authority path 02_accepted_rfcs/OFARM_Partial_Extent_and_Geometry_Basis_RFC_v0_1.md; active baseline/source package outranks addendum.,BLOCKED from automatic merge.
C0099,authority,base_authority_touch,02_accepted_rfcs/OFARM_Quantity_Bearing_Intervention_and_As_Applied_RFC_v0_1.md,regulatory_inspector_RC2_1a_full_snapshot,candidate_removed_from_full_snapshot,accepted_rfc_law,Addendum attempts to candidate_removed_from_full_snapshot active authority path 02_accepted_rfcs/OFARM_Quantity_Bearing_Intervention_and_As_Applied_RFC_v0_1.md; active baseline/source package outranks addendum.,BLOCKED from automatic merge.
C0100,currentness,currentness_file,CURRENT_PACKAGE_CHANGELOG.md,regulatory_inspector_RC2_1a_full_snapshot,modified,package_meta_or_currentness,Addendum-supplied package/currentness file CURRENT_PACKAGE_CHANGELOG.md cannot decide final consolidated state by itself.,REBUILD final currentness metadata after merge; do not copy as-is unless content is reconciled.
C0101,currentness,currentness_file,MANIFEST.csv,regulatory_inspector_RC2_1a_full_snapshot,modified,package_meta_or_currentness,Addendum-supplied package/currentness file MANIFEST.csv cannot decide final consolidated state by itself.,REBUILD final currentness metadata after merge; do not copy as-is unless content is reconciled.
C0102,currentness,currentness_file,MATERIAL_STATUS.csv,regulatory_inspector_RC2_1a_full_snapshot,modified,package_meta_or_currentness,Addendum-supplied package/currentness file MATERIAL_STATUS.csv cannot decide final consolidated state by itself.,REBUILD final currentness metadata after merge; do not copy as-is unless content is reconciled.
C0103,currentness,currentness_file,MATERIAL_STATUS.json,regulatory_inspector_RC2_1a_full_snapshot,modified,package_meta_or_currentness,Addendum-supplied package/currentness file MATERIAL_STATUS.json cannot decide final consolidated state by itself.,REBUILD final currentness metadata after merge; do not copy as-is unless content is reconciled.
C0104,currentness,currentness_file,README.md,regulatory_inspector_RC2_1a_full_snapshot,modified,package_meta_or_currentness,Addendum-supplied package/currentness file README.md cannot decide final consolidated state by itself.,REBUILD final currentness metadata after merge; do not copy as-is unless content is reconciled.
C0105,currentness,currentness_file,package_meta/README.md,regulatory_inspector_RC2_1a_full_snapshot,modified,package_meta_or_currentness,Addendum-supplied package/currentness file package_meta/README.md cannot decide final consolidated state by itself.,REBUILD final currentness metadata after merge; do not copy as-is unless content is reconciled.
C0106,currentness,currentness_file,README.md,ai_assistant_computation_finalisation_v0_8_partial,modified,package_meta_or_currentness,Addendum-supplied package/currentness file README.md cannot decide final consolidated state by itself.,REBUILD final currentness metadata after merge; do not copy as-is unless content is reconciled.
C0107,currentness,currentness_file,MATERIAL_STATUS.csv,predevelopment_ai_agent_ready_v0_1_partial,modified,package_meta_or_currentness,Addendum-supplied package/currentness file MATERIAL_STATUS.csv cannot decide final consolidated state by itself.,REBUILD final currentness metadata after merge; do not copy as-is unless content is reconciled.
C0108,currentness,currentness_file,MATERIAL_STATUS.json,predevelopment_ai_agent_ready_v0_1_partial,modified,package_meta_or_currentness,Addendum-supplied package/currentness file MATERIAL_STATUS.json cannot decide final consolidated state by itself.,REBUILD final currentness metadata after merge; do not copy as-is unless content is reconciled.
C0109,currentness,currentness_file,CURRENT_ACTIVE_ENTRYPOINT.json,csf_p12_patch_bundle_changed_files,added,package_meta_or_currentness,Addendum-supplied package/currentness file CURRENT_ACTIVE_ENTRYPOINT.json cannot decide final consolidated state by itself.,REBUILD final currentness metadata after merge; do not copy as-is unless content is reconciled.
C0110,currentness,currentness_file,MATERIAL_STATUS.csv,csf_p12_patch_bundle_changed_files,modified,package_meta_or_currentness,Addendum-supplied package/currentness file MATERIAL_STATUS.csv cannot decide final consolidated state by itself.,REBUILD final currentness metadata after merge; do not copy as-is unless content is reconciled.
C0111,currentness,currentness_file,CURRENT_ACTIVE_ENTRYPOINT.md,csf_p12_patch_bundle_changed_files,added,package_meta_or_currentness,Addendum-supplied package/currentness file CURRENT_ACTIVE_ENTRYPOINT.md cannot decide final consolidated state by itself.,REBUILD final currentness metadata after merge; do not copy as-is unless content is reconciled.
C0112,currentness,currentness_file,README.md,csf_p12_patch_bundle_changed_files,modified,package_meta_or_currentness,Addendum-supplied package/currentness file README.md cannot decide final consolidated state by itself.,REBUILD final currentness metadata after merge; do not copy as-is unless content is reconciled.
C0113,currentness,currentness_file,MATERIAL_STATUS.json,csf_p12_patch_bundle_changed_files,modified,package_meta_or_currentness,Addendum-supplied package/currentness file MATERIAL_STATUS.json cannot decide final consolidated state by itself.,REBUILD final currentness metadata after merge; do not copy as-is unless content is reconciled.
C0114,currentness,currentness_file,MANIFEST.csv,csf_p12_patch_bundle_changed_files,modified,package_meta_or_currentness,Addendum-supplied package/currentness file MANIFEST.csv cannot decide final consolidated state by itself.,REBUILD final currentness metadata after merge; do not copy as-is unless content is reconciled.
C0115,currentness,currentness_file,CURRENT_PACKAGE_CHANGELOG.md,csf_p12_patch_bundle_changed_files,modified,package_meta_or_currentness,Addendum-supplied package/currentness file CURRENT_PACKAGE_CHANGELOG.md cannot decide final consolidated state by itself.,REBUILD final currentness metadata after merge; do not copy as-is unless content is reconciled.
C0116,currentness,currentness_file,CURRENT_ACTIVE_ENTRYPOINT.json,csf_p11_repo_relative_patch,modified,package_meta_or_currentness,Addendum-supplied package/currentness file CURRENT_ACTIVE_ENTRYPOINT.json cannot decide final consolidated state by itself.,REBUILD final currentness metadata after merge; do not copy as-is unless content is reconciled.
C0117,currentness,currentness_file,CURRENT_ACTIVE_ENTRYPOINT.md,csf_p11_repo_relative_patch,modified,package_meta_or_currentness,Addendum-supplied package/currentness file CURRENT_ACTIVE_ENTRYPOINT.md cannot decide final consolidated state by itself.,REBUILD final currentness metadata after merge; do not copy as-is unless content is reconciled.
C0118,currentness,currentness_file,CURRENT_PACKAGE_CHANGELOG.md,csf_p11_repo_relative_patch,modified,package_meta_or_currentness,Addendum-supplied package/currentness file CURRENT_PACKAGE_CHANGELOG.md cannot decide final consolidated state by itself.,REBUILD final currentness metadata after merge; do not copy as-is unless content is reconciled.
C0119,currentness,currentness_file,PROJECT_AUTHORITY.md,csf_p11_repo_relative_patch,modified,package_meta_or_currentness,Addendum-supplied package/currentness file PROJECT_AUTHORITY.md cannot decide final consolidated state by itself.,REBUILD final currentness metadata after merge; do not copy as-is unless content is reconciled.
C0120,currentness,currentness_file,README.md,csf_p11_repo_relative_patch,modified,package_meta_or_currentness,Addendum-supplied package/currentness file README.md cannot decide final consolidated state by itself.,REBUILD final currentness metadata after merge; do not copy as-is unless content is reconciled.
